time,It,temperature,Tpanel,Epv
2015-01-01 00:00:00,0.0,9.074430000000008,9.074430000000008,0.0
2015-01-01 01:00:00,0.0,9.321039999999982,9.321039999999982,0.0
2015-01-01 02:00:00,174.73195823308043,10.639299999999992,16.754918538157806,87118180.04756688
2015-01-01 03:00:00,444.57569038622535,12.446259999999995,28.006409163517883,235809191.966338
2015-01-01 04:00:00,655.4040653505193,11.8562,34.79534228726818,359794990.1086657
2015-01-01 05:00:00,800.6153385033582,14.594600000000014,42.616136847617554,448415272.76897204
2015-01-01 06:00:00,872.8996958852684,14.6173,45.168789355984394,493546020.14435846
2015-01-01 07:00:00,868.1272536702144,15.317299999999989,45.701753878457495,489262341.44707143
2015-01-01 08:00:00,786.5760856739287,15.747439999999983,43.27760299858748,438276923.88129336
2015-01-01 09:00:00,632.8671067466485,15.943629999999985,38.093978736132684,346111610.80759275
2015-01-01 10:00:00,414.50641921082496,15.360659999999996,29.86838467237887,220636288.29118
2015-01-01 11:00:00,138.1303157574253,15.891169999999988,20.725731051509875,71107133.82708344
2015-01-01 12:00:00,0.0,14.506869999999992,14.506869999999992,0.0
2015-01-01 13:00:00,0.0,14.824070000000006,14.824070000000006,0.0
2015-01-01 14:00:00,0.0,14.544680000000028,14.544680000000028,0.0
2015-01-01 15:00:00,0.0,12.865329999999972,12.865329999999972,0.0
2015-01-01 16:00:00,0.0,12.396819999999993,12.396819999999993,0.0
2015-01-01 17:00:00,0.0,11.681730000000016,11.681730000000016,0.0
2015-01-01 18:00:00,0.0,12.118960000000015,12.118960000000015,0.0
2015-01-01 19:00:00,0.0,12.101319999999989,12.101319999999989,0.0
2015-01-01 20:00:00,0.0,12.128019999999992,12.128019999999992,0.0
2015-01-01 21:00:00,0.0,12.581399999999974,12.581399999999974,0.0
2015-01-01 22:00:00,0.0,12.836099999999988,12.836099999999988,0.0
2015-01-01 23:00:00,0.0,12.79876999999999,12.79876999999999,0.0
2015-01-02 00:00:00,0.0,13.159330000000011,13.159330000000011,0.0
2015-01-02 01:00:00,0.0,13.156299999999987,13.156299999999987,0.0
2015-01-02 02:00:00,173.5300498877616,13.436219999999992,19.50977174607165,88461685.1591855
2015-01-02 03:00:00,443.7795792714266,13.037300000000016,28.56958527449995,235835668.96091595
2015-01-02 04:00:00,655.1454572655557,12.636869999999988,35.56696100429444,359905808.03554857
2015-01-02 05:00:00,800.9624056524494,14.019679999999994,42.05336419783572,449254382.31140476
2015-01-02 06:00:00,873.8757509183229,14.010620000000015,44.596271282141316,495156877.04816276
2015-01-02 07:00:00,869.7132719582947,13.94153,44.381494518540315,492617268.0496718
2015-01-02 08:00:00,788.7175913043732,14.684360000000028,42.28947569565309,440955428.6959609
2015-01-02 09:00:00,635.490166135952,14.49878000000001,36.74093581475833,348156365.86603266
2015-01-02 10:00:00,417.5618086487399,14.259250000000009,28.873913302705905,221809830.66956717
2015-01-02 11:00:00,141.6238784463544,14.406499999999994,19.3633357456224,72305655.24016282
2015-01-02 12:00:00,0.0,13.99194,13.99194,0.0
2015-01-02 13:00:00,0.0,13.792239999999993,13.792239999999993,0.0
2015-01-02 14:00:00,0.0,14.648559999999977,14.648559999999977,0.0
2015-01-02 15:00:00,0.0,12.780599999999993,12.780599999999993,0.0
2015-01-02 16:00:00,0.0,13.880999999999972,13.880999999999972,0.0
2015-01-02 17:00:00,0.0,13.657100000000014,13.657100000000014,0.0
2015-01-02 18:00:00,0.0,12.508800000000008,12.508800000000008,0.0
2015-01-02 19:00:00,0.0,13.45386000000002,13.45386000000002,0.0
2015-01-02 20:00:00,0.0,12.148199999999974,12.148199999999974,0.0
2015-01-02 21:00:00,0.0,12.130040000000008,12.130040000000008,0.0
2015-01-02 22:00:00,0.0,12.99493000000001,12.99493000000001,0.0
2015-01-02 23:00:00,0.0,13.077639999999974,13.077639999999974,0.0
2015-01-03 00:00:00,0.0,13.536069999999995,13.536069999999995,0.0
2015-01-03 01:00:00,0.0,13.406949999999997,13.406949999999997,0.0
2015-01-03 02:00:00,172.44237003604562,13.922849999999984,19.958332951261582,88175806.22954187
2015-01-03 03:00:00,443.0833965439983,14.176030000000026,29.683948879039967,236188051.60129222
2015-01-03 04:00:00,654.9822183001136,14.050959999999977,36.97533764050395,359879922.3918419
2015-01-03 05:00:00,801.4013137525352,15.922939999999985,43.97198598133872,447043161.47902775
2015-01-03 06:00:00,874.9385690258243,15.896729999999993,46.51957991590385,492289465.55634636
2015-01-03 07:00:00,871.378904758908,15.874019999999971,46.372281666561754,490134622.41023326
2015-01-03 08:00:00,790.9298221066174,15.927979999999993,43.6105237737316,440657729.2370269
2015-01-03 09:00:00,638.1742950731821,15.44135,37.77745032756137,349476097.81469524
2015-01-03 10:00:00,420.6698611386156,16.333469999999977,31.056915139851526,224394201.1633748
2015-01-03 11:00:00,145.17597698435802,15.70508000000001,20.78623919445254,74727225.00573382
2015-01-03 12:00:00,0.0,14.732799999999996,14.732799999999996,0.0
2015-01-03 13:00:00,0.0,15.906299999999987,15.906299999999987,0.0
2015-01-03 14:00:00,0.0,16.133759999999995,16.133759999999995,0.0
2015-01-03 15:00:00,0.0,13.725199999999973,13.725199999999973,0.0
2015-01-03 16:00:00,0.0,12.175929999999994,12.175929999999994,0.0
2015-01-03 17:00:00,0.0,12.125999999999976,12.125999999999976,0.0
2015-01-03 18:00:00,0.0,12.171400000000006,12.171400000000006,0.0
2015-01-03 19:00:00,0.0,13.74585000000002,13.74585000000002,0.0
2015-01-03 20:00:00,0.0,12.379669999999976,12.379669999999976,0.0
